customer_orientation,competitor_orientation,interfunctional_coordination,long-term_focus,profit_focus,intelligence_generation,intelligence_dissemination,responsiveness
b2b_client,circumvention,,long_term_vision,conversion_ratio,,,
shopping_tool,imaginary,,short_lived,fee,,,
voice_command,criticism,,unbridled,financial_flexibility,,,
sporting_event,co-defendant,,safer_cleaner,free_cash_flow_margin,,,
pizza,dogma,,fundamental_tenet,ebit_growth,,,
family_friendly,tired,,germ_kill,credit_income,,,
shopping,gubernatorial,,stay,cost_income_ratio,,,
multimedia_content,monopoly_market,,virtuous,yield_percentage,,,
health_coach,apocalypse,,politically_economically,operating,,,
fitness_platform,summons,,indeed,return_prospects,,,
veterinary_clinic,crusade,,treacherous,net_income_year_-_over-year,,,
beauty_product,fatigue,,realist,cash_flow_generation,,,
instant_messenger,freak,,long_standing,bottom_line,,,
music,everybody_else,,genuine_authentic,bottom_line_growth,,,
demand_platform,bludgeon,,supply_chain_resilience,post-tax,,,
entertainment_experience,cyber_warfare,,decade_long,partnership_income,,,
outdoor_lifestyle,yourselve,,long_term_capability,profit_potentially,,,
proposition,prophet,,gray_hair,profit_basis,,,
channel,stereotype,,continual,non-funded_income,,,
brand_fan,manipulative,,muscle_membrane,balance_sheet_basis,,,
desktop_browser,unfairly,,hot_cold,profit_situation,,,
demand_channel,interesting,,long_term_focus,value_dollar,,,
sms_text,supremacy,,long_term_predictability,gold_price_environment,,,
hsn.com,phish_attack,,grueling,non-operate_income,,,
fantasy_football,hilarious,,affordable_reliable,asset_-_light_business,,,
premium_video,serious_contender,,rod_cone,adjusted_ebitda,,,
mobile_phone,mafia,,intact,gross_margin_profit,,,
loyalist,goddess,,long_term_innovation,margin_service,,,
consumer_online,ferocity,,stark_reminder,net_interest_margin,,,
housewife,conflict_issue,,climate_change,cash_margin,,,
quality_content,untouchable,,chemical_resistance,high_margin_business,,,
physician_community,spurious,,long_term_orientation,cost_effectively,,,
demand_service,deter,,core_purpose,post_restructuring,,,
catalog,deadly,,inevitability,earning_capacity,,,
client_base,midfield,,structural_integrity,disposal_gain,,,
home_use,hearts,,affection,retail_profit,,,
website_et_cetera,lament,,long_term_macro,dividend_payout,,,
convenient,watch,,execution_skill,adjust_ebtida,,,
employee,netflix,,linear,efficiency_rate,,,
police_department,chiefs,,innate,operating_income_number,,,
user_demographic,suicide,,skin_barrier,top_-_line_revenue,,,
trivia_game,frivolous,,commensal,profit_flow_-_through,,,
niche_content,tragic_death,,unstable,ebit,,,
local,musical_chair,,face,revenue_share,,,
xing,lawsuit_allege,,shock_event,management_fee_earnings,,,
music_content,dump,,uv_protection,fee_revenue,,,
pet_parent,money_laundering,,multi-season,equity_basis,,,
travel_site,overcrowded,,disciplined_execution,ebitda_number,,,
school,weapon_mass_destruction,,enduring,trading_profit_margin,,,
blogger,disinformation,,long_term_management,development_management_fee,,,
discussion_forum,smuggling,,rare_earths,post-restructuring,,,
distributor,incursion,,cycle_life,operating_ep,,,
guest_access,diametrically_oppose,,stewardship,pat_level,,,
music_video,kill,,deeply_committed,rona,,,
authentic,late_comer,,plasma_half_-_life,margin_basis,,,
younger_generation,politician,,mitotic,ebitda_increase,,,
register_user,impropriety,,testament_resiliency,core_roe,,,
website_user,upstart,,trophic,material_margin,,,
dealer_customer,protection_issue,,,high_margin_product,,,
google_maps,murder,,,wealth_management_income,,,
draft_beer,contender,,,contribution_profit,,,
news_feed,rightly_wrongly,,,efficiency_ratio,,,
media_buyer,competitively,,,return_segment,,,
web_traffic,co-opt,,,affiliate_income,,,
delivery_app,barrage,,,merger_and_integration_cost,,,
patient_caregiver,phish,,,segment_profit,,,
lead_generator,rational_irrational,,,ebitda_business,,,
costumer,addiction,,,premium_business,,,
home_offering,game_thrones,,,operating_profit_year_-_over-year,,,
non-user,force,,,profit-wise,,,
sms_service,desert_storm,,,tax_interest_expense,,,
rights_holder,nations,,,leveraged,,,
tv,complain,,,margin_quarter_-_over-quarter,,,
authenticate,plea,,,depreciation_and_finance_cost,,,
travel_product,unaware,,,cost_deposit,,,
digitally_physically,game_town,,,cost_management,,,
sport_enthusiast,nobody_else,,,operating_netback,,,
customer_service_agent,protectionism,,,tnav,,,
payment_application,unfair,,,ebtida_margin,,,
demand_streaming,congressional_hearing,,,quality_income,,,
travel_agent,defend_vigorously,,,service_fee_revenue,,,
voicemail,enter_fray,,,operating_basis,,,
pop_star,unwarranted,,,sg&a_business,,,
depend_user,violate_rule,,,interest_income_and_fee_income,,,
player_segment,crap,,,cash_operating_profit,,,
brand_advertiser,inhabit,,,npv,,,
yearbook,shooting,,,management_fee_income,,,
consumer_user,serious,,,gross_margin_improvement,,,
game,stiff,,,balance_sheet_efficiency,,,
click,threat_pose,,,earnings_pro_forma,,,
health_care_professional,rife,,,income_yield,,,
athenanet,siege,,,equity_free_cash_flow,,,
video_session,piss_off,,,highly_cash_-_generative,,,
blog,unjust,,,revenue_generation_capability,,,
kid,uproar,,,profitability_percentage,,,
lifestyle_experience,complaint,,,return_earnings,,,
entertainment,hubris,,,quality_cost,,,
ad_service,compete,,,heps,,,
jobseeker,tout,,,joint_venture_equity_income,,,
installed_base,entrenched_incumbent,,,dollar_earnings,,,
video_call,killer,,,asset_management_fee,,,
dieter,fighter_brand,,,bottom_-_line_margin,,,
nurse,golden_globes,,,cost_operating,,,
premium_video_content,category_creator,,,operating_earnings_level,,,
home_television,battle_it_out,,,consolidated,,,
web_visitor,malfeasance,,,generative,,,
group_customer,war_terror,,,retirement_benefit_expense,,,
college_student,soul,,,shareholder_return,,,
search_user,active_shooter,,,year_-_to_-_date_ep,,,
,counterfeiter,,,expense_leverage,,,
,disintermediate,,,interest_burden,,,
,home_turf,,,revenue_profit,,,
,jump_ball,,,reinvestment_yield,,,
,conflict,,,sale_growth,,,
,dance_stars,,,claim_ratio,,,
,greenwash,,,earnings_number,,,
,wall_street,,,operating_expense,,,
,tussle,,,growth_fee,,,
,denial_service_attack,,,core_efficiency_ratio,,,
,terrify,,,value_add_product,,,
,laugh,,,teens_operate_margin,,,
,trolling,,,financial_services_revenue,,,
,football_match,,,scale_economy,,,
,beat_each_other_up,,,profit_ratio,,,
,fight_against,,,core_net_income,,,
,misinformation,,,spread_revenue,,,
,threat_terrorism,,,growth_income,,,
,industry_giant,,,expense_position,,,
,quagmire,,,operating_profit_side,,,
,resistance,,,minority_interest_impact,,,
,price_cutting,,,unit_-_link,,,
,assert_rights,,,bottom_line_dollar,,,
,championship,,,energy_pass_-_through,,,
,foment,,,operating_cash_flow,,,
,stupid,,,performance_margin,,,
,cartel,,,tax_cash_-_out,,,
,wrestling,,,operating_margin_year_-_over-year,,,
,bright_shiny_object,,,pre-restructuring,,,
,neuter,,,income_state,,,
,boxing_match,,,operating_eps_growth,,,
,protector,,,breakeven_point,,,
,monopoly_situation,,,"selling_,_general_and_administrative_cost",,,
,crime,,,investment_yield,,,
,contempt,,,profit_base,,,
,first_person_shooter,,,benefit,,,
,populist,,,profit_item,,,
,hijacking,,,cash_base,,,
,counterclaim,,,non-life,,,
,insular,,,level_return,,,
,resistant,,,margin_capability,,,
,fierce,,,operating_earnings_perspective,,,
,terrible_terrible,,,quality_sale,,,
,bail_out,,,record_adjust_ebitda,,,
,commodity_player,,,dpu,,,
,skater,,,long_term_return,,,
,politic,,,ebit_figure,,,
,propaganda,,,depreciation_and_amortization_expense,,,
,ombudsman,,,fee_generating,,,
,opioid_abuse,,,construction_profit,,,
,piracy_issue,,,net_income_basis,,,
,crackdown,,,margin_ebitda,,,
,sympathetic,,,return_acquisition,,,
,lure,,,operating_return,,,
,exploit_vulnerability,,,eps_accretive,,,
,countersuit,,,ebita_level,,,
,threat_actor,,,fuel_market_segment,,,
,ambition,,,administrative_expense,,,
,grave,,,op_income,,,
,blaster,,,gaap_operate_income,,,
,duck,,,year_-_to_-_date_income,,,
,asymmetric_warfare,,,cost_ounce,,,
,race_team,,,accretive,,,
,contraband,,,net_loss,,,
,shaper,,,cost_fund,,,
,friend_foe,,,operation_margin,,,
,kidnap,,,operating_profit_expansion,,,
,prejudice,,,management_margin,,,
,patriots,,,operating_margin_dollar,,,
,appal,,,development_profit,,,
,botnet,,,interest_debt,,,
,undefeated,,,quality_margin,,,
,opposition,,,interest_earnings,,,
,unseat,,,risk_adjust_margin,,,
,onslaught,,,ebit_basis,,,
,assert,,,jv_earnings,,,
,allegedly,,,operating_gain,,,
,malicious_code,,,profit_standpoint,,,
,hide_behind,,,profit_growth,,,
,unsuccessfully,,,profit_result,,,
,emperor,,,acquisition_margin,,,
,gatekeeper,,,record_operating_margin,,,
,resistant_bacterium,,,turnover,,,
,fierce_competition,,,operating_gross_margin,,,
,humankind,,,return_activity,,,
,fascination,,,segment_asset,,,
,heartbreaking,,,cash_generator,,,
,denounce,,,margin_improvement,,,
,fierce_battle,,,cost_liability,,,
,irrational_behavior,,,value_retail,,,
,humor,,,earnings_capacity,,,
,communist,,,drop_-_through_rate,,,
,nationalization,,,interest_impact,,,
,act_rationally,,,rotc,,,
,lame,,,eps_figure,,,
,hacker,,,flow_-_through,,,
,copycat,,,ebitda_line,,,
,poach,,,tax_group,,,
,referee,,,profit_margin_business,,,
,coin_phrase,,,revenue_profitability,,,
,prehistoric,,,value_contribution,,,
,smash_hit,,,ebdt,,,
,conventional_wisdom,,,operating_profit_ratio,,,
,win_gold_medal,,,lease_revenue,,,
,throat,,,profit_dollar,,,
,uprising,,,cash_generation_business,,,
,formidable_competitor,,,interest_cost,,,
,dragons,,,segment_ebit,,,
,contestant,,,share_earnings,,,
,anonymity,,,capital_intensive_business,,,
,impenetrable,,,value_generation,,,
,copying,,,unit_margin,,,
,rebut,,,joint_venture_result,,,
,football_fan,,,record_net_profit,,,
,paralyzed,,,fund_return,,,
,awkward,,,basic_eps,,,
,politically_incorrect,,,eps_perspective,,,
,niche_player,,,group_profit,,,
,prosecutor,,,contribution_margin_level,,,
,plead,,,risk_result,,,
,ghost,,,opex_ratio,,,
,chaotic,,,margin_year_-_over-year,,,
,crowded_field,,,cash_flow_conversion,,,
,hardware_player,,,long_term_income,,,
,seek_damages,,,growth_profitability,,,
,head_-_to_-_head_battle,,,scale_benefit,,,
,arrive_scene,,,teens_return,,,
,incapacitate,,,gearing,,,
,aspirant,,,syndication_revenue,,,
,cable_news,,,capital_intensity_business,,,
,dominant_player,,,mine_operate_earnings,,,
,hate,,,core_free_cash_flow,,,
,patent_holder,,,tax_cash_flow,,,
,incompatibility,,,tax_bracket,,,
,massacre,,,gross_margin_level,,,
,kill_off,,,profitability_metric,,,
,state_court,,,general_and_administrative_cost,,,
,oneself,,,earnings_flow,,,
,frighten,,,bottom_line_level,,,
,clan,,,non-ebitda,,,
,bribery,,,consolidated_operating_profit,,,
,ice_hockey,,,record_eps,,,
,friend,,,digit_earnings_growth,,,
,unsubstantiated,,,fee_base_income,,,
,legitimacy,,,free_cash_flow_generation,,,
,nowadays,,,tax_cash,,,
,harmful,,,cash_flow_profile,,,
,stealthy,,,quality_recur_revenue,,,
,security_issue,,,recur_revenue_stream,,,
,criminality,,,operating_margin_percentage,,,
,elect_official,,,cash_conversion_rate,,,
,hockey_player,,,quality_earnings,,,
,striker,,,dollar_profitability,,,
,battleground,,,risk_adjust_return,,,
,judiciary,,,operation_profit,,,
,technological_superiority,,,tax_distributable_earnings,,,
,angry,,,revenue_rate,,,
,carnage,,,market_return,,,
,protect_turf,,,legacy_margin,,,
,dysfunctional,,,profitability_long_term,,,
,world_champion,,,investment_return,,,
,reality_tv,,,policyholder_participation,,,
,discourage,,,cash_flow_year_-_over-year,,,
,non-lethal,,,pre_tax,,,
,disbelief,,,,,,
,anger,,,,,,
,admit,,,,,,
,split_decision,,,,,,
,fraudster,,,,,,
,follow_footstep,,,,,,
,bureaucratic,,,,,,
,juror,,,,,,
,disputed,,,,,,
,frightening,,,,,,
,snatch,,,,,,
,interloper,,,,,,
,unintended_consequence,,,,,,
,politically_motivated,,,,,,
,player,,,,,,
,incompetence,,,,,,
,compete_vigorously,,,,,,
,ankle_biter,,,,,,
,cry_out,,,,,,
,fight_uphill,,,,,,
,dancing,,,,,,
,constitutional,,,,,,
,character,,,,,,
,soccer_team,,,,,,
,shark,,,,,,
,fight_vigorously,,,,,,
,ego,,,,,,
,firestorm,,,,,,
,head_-_to_-_head_competitor,,,,,,
,deal_with,,,,,,
,caucus,,,,,,
,commit_suicide,,,,,,
,share_battle,,,,,,
,puzzle_game,,,,,,
,knockoff,,,,,,
,fortnite,,,,,,
,disagreement,,,,,,
